fitX0 dataMean dataStd fitMeasValMean fitMeasValStd
  1.733338E+09   9.875011E+02   1.111709E+01   9.821639E+02   4.381157E+00
  1.779362E+09   9.083689E+02   9.576896E+00   9.067778E+02   3.636654E+00
  1.825382E+09   8.364443E+02   9.504475E+00   8.382894E+02   2.660600E+00
  1.871400E+09   7.687529E+02   8.033257E+00   7.733845E+02   2.413294E+00
  1.917417E+09   7.074558E+02   8.173532E+00   7.104062E+02   2.846890E+00
  1.967612E+09   6.450940E+02   7.493801E+00   6.446849E+02   2.967097E+00
  2.021987E+09   5.824584E+02   7.756734E+00   5.797271E+02   2.291488E+00
  2.076358E+09   5.256538E+02   6.675215E+00   5.230409E+02   1.428901E+00
  2.126542E+09   4.776571E+02   5.892019E+00   4.770546E+02   1.389269E+00
  2.180906E+09   4.294317E+02   5.758343E+00   4.312725E+02   1.623815E+00
  2.239446E+09   3.824676E+02   5.205743E+00   3.842800E+02   1.559887E+00
  2.297979E+09   3.403558E+02   4.661692E+00   3.400516E+02   1.402741E+00
  2.356510E+09   3.030726E+02   4.133881E+00   3.007947E+02   1.276348E+00
  2.419210E+09   2.665580E+02   4.021867E+00   2.655428E+02   1.212419E+00
  2.481910E+09   2.349009E+02   3.173754E+00   2.358138E+02   1.242444E+00
  2.544604E+09   2.072802E+02   2.960976E+00   2.089922E+02   1.155175E+00
  2.611468E+09   1.818547E+02   2.609314E+00   1.824925E+02   8.246860E-01
  2.678324E+09   1.593867E+02   2.239079E+00   1.592579E+02   4.986492E-01
  2.749350E+09   1.394640E+02   2.044744E+00   1.391432E+02   7.353063E-01
  2.824543E+09   1.214435E+02   1.706226E+00   1.217926E+02   8.281099E-01
  2.899727E+09   1.061326E+02   1.396819E+00   1.066373E+02   5.074574E-01
  2.974899E+09   9.384378E+01   1.198052E+00   9.349442E+01   3.267126E-01
  3.050060E+09   8.326938E+01   9.746308E-01   8.290422E+01   4.190515E-01
  3.129385E+09   7.374846E+01   8.670929E-01   7.383764E+01   3.769074E-01
  3.212869E+09   6.525491E+01   7.527731E-01   6.537729E+01   2.839814E-01
  3.296340E+09   5.830237E+01   5.990027E-01   5.812988E+01   2.688310E-01
  3.379795E+09   5.250808E+01   5.252784E-01   5.255020E+01   2.212801E-01
  3.467406E+09   4.739485E+01   4.741680E-01   4.760092E+01   1.833911E-01
  3.559172E+09   4.267036E+01   4.268932E-01   4.256554E+01   1.684488E-01
  3.650916E+09   3.857382E+01   3.925181E-01   3.836053E+01   1.152804E-01
  3.746808E+09   3.475484E+01   3.476717E-01   3.497031E+01   1.449673E-01
  3.842677E+09   3.162819E+01   3.710554E-01   3.157634E+01   1.315451E-01
  3.942692E+09   2.831978E+01   2.833364E-01   2.829782E+01   1.232425E-01
