0.0099999998	-1.0090462
0.02	-2.0048985
0.029999999	-2.9745746
0.039999999	-3.9055121
0.050000001	-4.7857733
0.059999999	-5.6042399
0.07	-6.3507977
0.079999998	-7.0165076
0.090000004	-7.5937586
0.1	-8.0764008
0.11	-8.4598522
0.12	-8.7411833
0.13	-8.9191656
0.14	-8.9942932
0.15000001	-8.9687653
0.16	-8.8464336
0.17	-8.63272
0.18000001	-8.3344936
0.19	-7.9599137
0.2	-7.5182505
0.20999999	-7.0196729
0.22	-6.4750204
0.23	-5.8955598
0.23999999	-5.2927341
0.25	-4.6779127
0.25999999	-4.0621471
0.27000001	-3.4559414
0.28	-2.8690453
0.28999999	-2.3102722
0.30000001	-1.7873496
0.31	-1.3068068
0.31999999	-0.87389737
0.33000001	-0.49256343
0.34	-0.16543566
0.34999999	0.10612931
0.36000001	0.32197985
0.37	0.4830721
0.38	0.59135032
0.38999999	0.649611
0.40000001	0.66135651
0.41	0.63064533
0.41999999	0.56194407
0.43000001	0.45998684
0.44	0.32964611
0.44999999	0.17581901
0.46000001	0.003330129
0.47	-0.18314712
0.47999999	-0.37915167
0.49000001	-0.58047926
0.5	-0.78321242
0.50999999	-0.9837392
0.51999998	-1.1787632
0.52999997	-1.3653083
0.54000002	-1.5407224
0.55000001	-1.7026811
0.56	-1.8491942
0.56999999	-1.9786167
0.57999998	-2.0896645
0.58999997	-2.1814334
0.60000002	-2.2534204
0.61000001	-2.3055458
0.62	-2.3381712
0.63	-2.3521125
0.63999999	-2.3486423
0.64999998	-2.3294795
0.66000003	-2.2967639
0.67000002	-2.2530119
0.68000001	-2.2010553
0.69	-2.143959
0.69999999	-2.0849237
0.70999998	-2.0271733
0.72000003	-1.9738313
0.73000002	-1.927792
0.74000001	-1.891592
0.75	-1.8672889
0.75999999	-1.8563519
0.76999998	-1.8595734
0.77999997	-1.8770057
0.79000002	-1.9079287
0.80000001	-1.9508504
0.81	-2.0035453
0.81999999	-2.063128
0.82999998	-2.1261618
0.83999997	-2.1887987
0.85000002	-2.2469449
0.86000001	-2.2964454
0.87	-2.3332796
0.88	-2.3537579
0.88999999	-2.3547099
0.89999998	-2.3336565
0.91000003	-2.2889555
0.92000002	-2.2199101
0.93000001	-2.1268401
0.94	-2.0111067
0.94999999	-1.8750883
0.95999998	-1.72211
0.97000003	-1.5563271
0.98000002	-1.3825676
0.99000001	-1.2061414
1	-1.0326219
1.01	-0.86761445
1.02	-0.7165184
1.03	-0.58429527
1.04	-0.47525525
1.05	-0.39287031
1.0599999	-0.3396242
1.0700001	-0.31690583
1.08	-0.32495123
1.09	-0.36283696
1.1	-0.42852461
1.11	-0.51895487
1.12	-0.63018543
1.13	-0.75756651
1.14	-0.89594495
1.15	-1.0398874
1.16	-1.1839108
1.17	-1.3227108
1.1799999	-1.4513745
1.1900001	-1.5655717
1.2	-1.6617123
1.21	-1.7370651
1.22	-1.7898338
1.23	-1.8191853
1.24	-1.8252339
1.25	-1.8089805
1.26	-1.7722126
1.27	-1.7173724
1.28	-1.6473988
1.29	-1.5655538
1.3	-1.4752419
1.3099999	-1.379833
1.3200001	-1.282496
1.33	-1.186054
1.34	-1.0928655
1.35	-1.004738
1.36	-0.92287737
1.37	-0.84787428
1.38	-0.77972609
1.39	-0.71789336
1.4	-0.66138494
1.41	-0.60886729
1.42	-0.55878991
1.4299999	-0.50952005
1.4400001	-0.45947909
1.45	-0.40727183
1.46	-0.35180271
1.47	-0.2923719
1.48	-0.22874683
1.49	-0.16120517
1.5	-0.090547718
1.51	-0.018080706
1.52	0.054431036
1.53	0.12483707
1.54	0.19069637
1.55	0.24938901
1.5599999	0.29823843
1.5700001	0.33463782
1.58	0.35617399
1.59	0.36074239
1.6	0.34664759
1.61	0.31268394
1.62	0.25819328
1.63	0.18309632
1.64	0.087896816
1.65	-0.026341183
1.66	-0.158042
1.67	-0.30518988
1.6799999	-0.4654198
1.6900001	-0.63612288
1.7	-0.81456125
1.71	-0.99798656
1.72	-1.1837565
1.73	-1.3694439
1.74	-1.5529336
1.75	-1.7325017
1.76	-1.9068749
1.77	-2.0752656
1.78	-2.237385
1.79	-2.3934281
1.8	-2.5440373
1.8099999	-2.6902435
1.8200001	-2.8333874
1.83	-2.9750283
1.84	-3.1168387
1.85	-3.2604983
1.86	-3.4075842
1.87	-3.559469
1.88	-3.7172282
1.89	-3.8815641
1.9	-4.0527472
1.91	-4.2305822
1.92	-4.4143963
1.9299999	-4.6030545
1.9400001	-4.7949982
1.95	-4.9883099
1.96	-5.1807961
1.97	-5.3700871
1.98	-5.5537534
1.99	-5.7294207
2	-5.8948936
2.01	-6.0482688
2.02	-6.1880355
2.03	-6.3131638
2.04	-6.4231634
2.05	-6.5181203
2.0599999	-6.5987
2.0699999	-6.6661243
2.0799999	-6.7221112
2.0899999	-6.7687902
2.0999999	-6.8085918
2.1099999	-6.8441124
2.1199999	-6.8779702
2.1300001	-6.9126534
2.1400001	-6.950367
2.1500001	-6.9928937
2.1600001	-7.041471
2.1700001	-7.0966983
2.1800001	-7.1584721
2.1900001	-7.2259641
2.2	-7.2976379
2.21	-7.3713112
2.22	-7.4442554
2.23	-7.5133357
2.24	-7.575181
2.25	-7.6263728
2.26	-7.6636519
2.27	-7.6841173
2.28	-7.6854186
2.29	-7.6659164
2.3	-7.6248069
2.3099999	-7.5621972
2.3199999	-7.4791198
2.3299999	-7.3774838
2.3399999	-7.2599554
2.3499999	-7.1297741
2.3599999	-6.9905043
2.3699999	-6.8457327
2.3800001	-6.6987247
2.3900001	-6.5520558
2.4000001	-6.4072328
2.4100001	-6.2643318
2.4200001	-6.1216731
2.4300001	-5.9755487
2.4400001	-5.8200307
2.45	-5.6468773
2.46	-5.4455481
2.47	-5.2033415
2.48	-4.9056597
2.49	-4.5363994
2.5	-4.0784616
2.51	-3.5143678
2.52	-2.8269634
2.53	-2.0001826
2.54	-1.0198457
2.55	0.12554279
2.5599999	1.4440312
2.5699999	2.9395285
2.5799999	4.6112146
2.5899999	6.4530897
2.5999999	8.4536839
2.6099999	10.595951
2.6199999	12.857366
2.6300001	15.210222
2.6400001	17.622135
2.6500001	20.056738
2.6600001	22.474556
2.6700001	24.834019
2.6800001	27.09259
2.6900001	29.207975
2.7	31.139357
2.71	32.848598
2.72	34.301414
2.73	35.468418
2.74	36.326012
2.75	36.857121
2.76	37.051704
2.77	36.907028
2.78	36.427719
2.79	35.625565
2.8	34.519081
2.8099999	33.132881
2.8199999	31.496832
2.8299999	29.645088
2.8399999	27.61499
2.8499999	25.445898
2.8599999	23.178003
2.8699999	20.851158
2.8800001	18.503771
2.8900001	16.171799
2.9000001	13.887875
2.9100001	11.680608
2.9200001	9.5740585
2.9300001	7.5874052
2.9400001	5.7348108
2.95	4.0254774
2.96	2.4638734
2.97	1.0501196
2.98	-0.21950123
2.99	-1.3519331
3	-2.3566728
3.01	-3.2450626
3.02	-4.0295877
3.03	-4.7232037
3.04	-5.3387227
3.05	-5.8882852
3.0599999	-6.3829246
3.0699999	-6.8322477
3.0799999	-7.2442236
3.0899999	-7.6250873
3.0999999	-7.9793487
3.1099999	-8.3098974
3.1199999	-8.6181812
3.1300001	-8.9044504
3.1400001	-9.1680365
3.1500001	-9.4076576
3.1600001	-9.6217146
3.1700001	-9.8085814
3.1800001	-9.9668512
3.1900001	-10.095546
3.2	-10.194268
3.21	-10.263297
3.22	-10.303627
3.23	-10.316951
3.24	-10.305592
3.25	-10.2724
3.26	-10.220613
3.27	-10.153704
3.28	-10.075222
3.29	-9.9886303
3.3	-9.8971663
3.3099999	-9.8037195
3.3199999	-9.7107391
3.3299999	-9.6201735
3.3399999	-9.5334387
3.3499999	-9.4514236
3.3599999	-9.3745203
3.3699999	-9.3026762
3.3800001	-9.235466
3.3900001	-9.1721697
3.4000001	-9.1118574
3.4100001	-9.0534687
3.4200001	-8.9958782
3.4300001	-8.937952
3.4400001	-8.878583
3.45	-8.8167067
3.46	-8.7513037
3.47	-8.6813745
3.48	-8.6059141
3.49	-8.5238647
3.5	-8.4340763
3.51	-8.3352566
3.52	-8.2259398
3.53	-8.1044617
3.54	-7.9689507
3.55	-7.8173399
3.5599999	-7.6473975
3.5699999	-7.4567809
3.5799999	-7.2431068
3.5899999	-7.0040379
3.5999999	-6.7373834
3.6099999	-6.4412045
