TEC10V30E_As_FE_00001__sum.txt
Energy= 11.504 keV (q < .1), 11.504 keV (q> .1)
exposure= 20 s
 1248
 .00083	 30867.05	 205.9132
 .00249	 31361.59	 409.287
 .00415	 31740.5	 410.4897
 .00582	 31824.54	 399.9431
 .00748	 32126.44	 402.3331
 .00914	 33708.6	 407.8572
 .0108	 34872.09	 453.6437
 .01246	 106700.6	 21083.27
 .01413	 2.866636E+07	 2251579
 .01579	 1.345218E+08	 7371094
 .01745	 1.471715E+08	 6633924
 .01911	 1.262836E+08	 4613464
 .02077	 1.092447E+08	 3327662
 .02243	 9.498466E+07	 2475068
 .0241	 8.333669E+07	 3280035
 .02576	 7.336807E+07	 3439480
 .02742	 6.482874E+07	 3338449
 .02908	 5.739189E+07	 3150847
 .03074	 5.112424E+07	 2950169
 .03241	 4.548946E+07	 2728397
 .03407	 4.044831E+07	 2508135
 .03573	 3.61103E+07	 2306103
 .03739	 3.233559E+07	 2120772
 .03905	 2.891387E+07	 1938223
 .04071	 2.587599E+07	 1767576
 .04238	 2.336534E+07	 1624639
 .04404	 2.122571E+07	 1501320
 .0457	 1.92978E+07	 1383202
 .04736	 1.763214E+07	 1281300
 .04902	 1.612281E+07	 1187039
 .05069	 1.476692E+07	 1099441
 .05235	 1.348765E+07	 1013749
 .05401	 1.243633E+07	 829375.4
 .05567	 1.140908E+07	 698021.8
 .05733	 1.044177E+07	 617033.3
 .059	 9605352	 541962.8
 .06066	 8853268	 468442.2
 .06232	 8170688	 417993.9
 .06398	 7559714	 375377.9
 .06564	 7007897	 338317
 .0673	 6501288	 305402.6
 .06897	 6049032	 277355.7
 .07063	 5625545	 252191.4
 .07229	 5238011	 229997.3
 .07395	 4897541	 210537
 .07561	 4578772	 193511.4
 .07728	 4284278	 177854.4
 .07894	 4015812	 163707.8
 .0806	 3763173	 150625.6
 .08226	 3537689	 139346.8
 .08392	 3324258	 128832.2
 .08558	 3127814	 119491.5
 .08725	 2943188	 111089.3
 .08891	 2775453	 103240.2
 .09057	 2622286	 96105.05
 .09223	 2471732	 89781.91
 .09389	 2336622	 83569.71
 .09556	 2212639	 78141.37
 .09722	 2096267	 73353.32
 .09888	 1986599	 68850.85
 .1047	 1721541	 8561.072
 .11308	 1339894	 5877.699
 .12146	 1058530	 21009.23
 .12983	 852304.1	 31723.3
 .13821	 694559.1	 30715.46
 .14659	 573822.5	 28078.78
 .15496	 478606.4	 25218.83
 .16334	 401994.3	 22370.83
 .17172	 339433.8	 19760.94
 .18009	 288248.7	 17414.85
 .18847	 246553.5	 15390.38
 .19684	 212583.7	 13634.75
 .20522	 184475.5	 12112.44
 .2136	 161523	 10821.36
 .22197	 142408.2	 9733.296
 .23035	 126130.6	 8768.162
 .23873	 112267.8	 7925.967
 .2471	 100465.7	 7193.554
 .25548	 90001.76	 6525.563
 .26385	 80491.22	 5908.029
 .27223	 72858.78	 5127.356
 .28061	 66251.27	 4120.105
 .28898	 59993.95	 3489.813
 .29736	 54483.89	 3093.216
 .30574	 49684.54	 2706.987
 .31411	 45491.24	 2332.457
 .32249	 41788.69	 2073.99
 .33086	 38486.9	 1853.927
 .33924	 35559.73	 1667.609
 .34762	 32943.48	 1509.208
 .35599	 30621.82	 1372.559
 .36437	 28554.75	 1251.382
 .37274	 26683.16	 1148.028
 .38112	 25008.19	 1055.695
 .3895	 23509.8	 975.8478
 .39787	 22135.46	 900.5985
 .40625	 20887.32	 834.7471
 .41462	 19757.72	 779.3705
 .423	 18725.13	 726.9144
 .43138	 17793.09	 681.3541
 .43975	 16936.39	 639.5519
 .44813	 16141.96	 601.0386
 .4565	 15413.74	 565.5958
 .46488	 14756.4	 536.752
 .47325	 14149.69	 506.9859
 .48163	 13583.89	 480.8072
 .49001	 13051.7	 457.6769
 .49838	 12552.51	 434.6015
 .50676	 12105.24	 413.7451
 .51513	 11685.64	 395.5119
 .52351	 11295.28	 378.4673
 .53188	 10925.73	 362.4098
 .54026	 10590.94	 347.6241
 .54864	 10268.62	 334.7769
 .55701	 9962.189	 320.1769
 .56539	 9673.069	 308.6657
 .57376	 9397.347	 297.6894
 .58214	 9144.757	 286.448
 .59051	 8901.102	 276.7501
 .59889	 8667.48	 267.4531
 .60726	 8448.554	 258.7072
 .61564	 8245.654	 249.4708
 .62401	 8039.817	 242.3605
 .63239	 7856.542	 234.9294
 .64077	 7672.746	 227.5853
 .64914	 7498.529	 220.5994
 .65752	 7337.656	 214.0833
 .66589	 7171.768	 208.3536
 .67427	 7017.564	 202.1578
 .68264	 6875.54	 196.3628
 .69102	 6730.693	 190.5214
 .69939	 6597.922	 186.7872
 .70777	 6463.009	 181.3897
 .71614	 6336.992	 176.217
 .72452	 6217.596	 172.1618
 .73289	 6096.538	 168.0583
 .74127	 5975.209	 163.1427
 .74964	 5865.902	 159.453
 .75802	 5761.741	 155.8622
 .76639	 5655.679	 151.5566
 .77477	 5553.948	 148.0935
 .78314	 5454.998	 144.7603
 .79151	 5360.105	 140.8414
 .79989	 5263.526	 138.305
 .80826	 5173.05	 135.2762
 .81664	 5082.644	 132.267
 .82501	 5000.409	 128.7746
 .83339	 4914.221	 125.9189
 .84176	 4837.948	 123.3387
 .85014	 4751.354	 121.1306
 .85851	 4673.672	 117.8726
 .86688	 4599.086	 115.3872
 .87526	 4526.169	 113.5874
 .88363	 4453.008	 110.5433
 .89201	 4381.633	 108.1625
 .90038	 4312.056	 106.4597
 .90876	 4244.293	 103.5826
