xMean xWidth yMean yStd Obs cdfMean cdfStd
  1.000000E-10   2.000000E-10   1.168851E-01   7.668855E-02   3.145337E+04   2.279800E-03   1.488928E-03
  3.000000E-10   2.000000E-10   2.469666E-01   9.524746E-02   7.095770E-01   7.095816E-03   2.804138E-03
  5.000000E-10   2.000000E-10   7.665232E-01   3.473312E-01   1.299914E-01   2.200577E-02   6.086230E-03
  7.000000E-10   2.000000E-10   1.580434E+00   4.650881E-01   1.197437E-01   5.277971E-02   1.327453E-02
  9.000000E-10   2.000000E-10   4.009642E+00   6.101105E-01   1.688000E-01   1.309999E-01   1.440463E-02
  1.100000E-09   2.000000E-10   7.147398E+00   6.787941E-01   2.976039E-01   2.705378E-01   9.806829E-03
  1.300000E-09   2.000000E-10   7.769585E+00   9.950417E-01   3.252082E-01   4.220784E-01   1.214756E-02
  1.500000E-09   2.000000E-10   7.421033E+00   7.884831E-01   2.942607E-01   5.668723E-01   6.224404E-03
  1.700000E-09   2.000000E-10   4.647852E+00   5.755604E-01   2.916110E-01   6.575550E-01   1.022052E-02
  1.900000E-09   2.000000E-10   2.464429E+00   6.977941E-01   2.727212E-01   7.056053E-01   7.696032E-03
  2.100000E-09   2.000000E-10   1.241007E+00   4.835157E-01   2.459973E-01   7.298637E-01   2.710585E-03
  2.300000E-09   2.000000E-10   1.144037E+00   3.037426E-01   2.150880E-01   7.521385E-01   5.048333E-03
  2.500000E-09   2.000000E-10   9.479234E-01   2.689882E-01   1.928510E-01   7.706410E-01   4.634454E-03
  2.700000E-09   2.000000E-10   9.549506E-01   2.490451E-01   1.737311E-01   7.892865E-01   4.783044E-03
  2.900000E-09   2.000000E-10   7.472936E-01   3.054348E-01   1.615907E-01   8.038627E-01   3.007921E-03
  3.100000E-09   2.000000E-10   3.673942E-01   3.000140E-01   1.511275E-01   8.110218E-01   5.196416E-03
  3.300000E-09   2.000000E-10   4.264895E-01   2.909957E-01   1.387702E-01   8.193473E-01   5.626304E-03
  3.500000E-09   2.000000E-10   2.854965E-01   3.850197E-01   1.251395E-01   8.249358E-01   3.516005E-03
  3.700000E-09   2.000000E-10   3.487429E-01   3.491702E-01   1.190705E-01   8.317265E-01   4.897020E-03
  3.900000E-09   2.000000E-10   9.618180E-02   2.027718E-01   1.101621E-01   8.335901E-01   4.121242E-03
  4.100000E-09   2.000000E-10   2.389108E-01   2.519472E-01   1.071136E-01   8.382770E-01   3.202022E-03
  4.300000E-09   2.000000E-10   2.524927E-01   2.663156E-01   1.037510E-01   8.431991E-01   4.384442E-03
  4.500000E-09   2.000000E-10   3.203420E-01   2.760272E-01   9.917149E-02   8.494376E-01   3.671739E-03
  4.700000E-09   2.000000E-10   2.779276E-01   2.932139E-01   9.589945E-02   8.548487E-01   5.103116E-03
  4.900000E-09   2.000000E-10   1.129002E-01   2.380427E-01   9.360877E-02   8.570655E-01   5.181016E-03
  5.100000E-09   2.000000E-10   3.015107E-01   3.182447E-01   9.117183E-02   8.629347E-01   4.912938E-03
  5.300000E-09   2.000000E-10   2.488389E-01   3.213754E-01   8.989575E-02   8.677880E-01   5.971964E-03
  5.500000E-09   2.000000E-10   2.569765E-01   4.534162E-01   8.798460E-02   8.728357E-01   6.121727E-03
  5.700000E-09   2.000000E-10   6.674806E-02   2.110759E-01   8.674228E-02   8.741447E-01   4.442534E-03
  5.900000E-09   2.000000E-10   2.808188E-01   3.626627E-01   8.651106E-02   8.796054E-01   6.061324E-03
  6.100000E-09   2.000000E-10   4.249980E-01   5.053759E-01   8.559024E-02   8.878813E-01   4.894309E-03
  6.300000E-09   2.000000E-10   1.523725E-01   3.213551E-01   8.475011E-02   8.908325E-01   7.247986E-03
  6.500000E-09   2.000000E-10   3.072536E-01   3.968675E-01   8.471724E-02   8.968293E-01   6.883926E-03
  6.700000E-09   2.000000E-10   2.317531E-01   3.732296E-01   8.455396E-02   9.013954E-01   1.986779E-03
  6.900000E-09   2.000000E-10   1.613070E-01   3.400795E-01   8.457225E-02   9.045468E-01   7.733453E-03
  7.100000E-09   2.000000E-10   5.935950E-01   4.099918E-01   8.495125E-02   9.160936E-01   4.561520E-03
  7.300000E-09   2.000000E-10   1.720450E-01   3.633495E-01   8.535832E-02   9.194702E-01   4.616811E-03
  7.500000E-09   2.000000E-10   3.549514E-01   4.586911E-01   8.531732E-02   9.263846E-01   8.338366E-03
  7.700000E-09   2.000000E-10   3.577247E-01   4.618611E-01   8.572077E-02   9.333658E-01   5.289416E-03
  7.900000E-09   2.000000E-10   8.997943E-02   2.845399E-01   8.599490E-02   9.351346E-01   1.457881E-03
  8.100000E-09   2.000000E-10   9.640808E-02   3.048691E-01   8.689197E-02   9.370161E-01   6.262124E-03
  8.300000E-09   2.000000E-10   5.951728E-01   5.128812E-01   8.739634E-02   9.485727E-01   9.040384E-03
  8.500000E-09   2.000000E-10   1.976298E-01   4.166778E-01   8.785739E-02   9.524482E-01   5.657564E-03
