0.0099999998	-0.9788869
0.02	-1.94458
0.029999999	-2.8840966
0.039999999	-3.7848749
0.050000001	-4.6349769
0.059999999	-5.4232841
0.07	-6.1396828
0.079999998	-6.7752333
0.090000004	-7.3223248
0.1	-7.7748079
0.11	-8.1281004
0.12	-8.3792715
0.13	-8.5270948
0.14	-8.5720634
0.15000001	-8.5163755
0.16	-8.3638849
0.17	-8.1200123
0.18000001	-7.7916265
0.19	-7.3868871
0.2	-6.9150648
0.20999999	-6.3863277
0.22	-5.8115158
0.23	-5.2018962
0.23999999	-4.5689111
0.25	-3.9239304
0.25999999	-3.2780056
0.27000001	-2.6416407
0.28	-2.0245852
0.28999999	-1.4356529
0.30000001	-0.88257092
0.31	-0.37186882
0.31999999	0.09119989
0.33000001	0.50269312
0.34	0.85998017
0.34999999	1.1617044
0.36000001	1.4077142
0.37	1.5989658
0.38	1.7374033
0.38999999	1.8258233
0.40000001	1.8677281
0.41	1.8671762
0.41999999	1.8286343
0.43000001	1.7568363
0.44	1.6566548
0.44999999	1.532987
0.46000001	1.3906574
0.47	1.2343395
0.47999999	1.0684942
0.49000001	0.89732593
0.5	0.72475207
0.50999999	0.55438459
0.51999998	0.3895199
0.52999997	0.23313406
0.54000002	0.087879263
0.55000001	-0.043920144
0.56	-0.16027395
0.56999999	-0.25953722
0.57999998	-0.34042567
0.58999997	-0.40203536
0.60000002	-0.44386297
0.61000001	-0.46582916
0.62	-0.46829531
0.63	-0.4520773
0.63999999	-0.41844782
0.64999998	-0.36912563
0.66000003	-0.30625078
0.67000002	-0.23233955
0.68000001	-0.1502236
0.69	-0.062968075
0.69999999	0.026226519
0.70999998	0.11413627
0.72000003	0.19763754
0.73000002	0.27383617
0.74000001	0.34019539
0.75	0.39465776
0.75999999	0.43575415
0.76999998	0.46269193
0.77999997	0.4754189
0.79000002	0.47465515
0.80000001	0.46189278
0.81	0.43935716
0.81999999	0.40993375
0.82999998	0.37705922
0.83999997	0.34458166
0.85000002	0.31659469
0.86000001	0.29725352
0.87	0.29057857
0.88	0.30025962
0.88999999	0.32946691
0.89999998	0.38067952
0.91000003	0.45553988
0.92000002	0.55474448
0.93000001	0.67797381
0.94	0.82386649
0.94999999	0.99004418
0.95999998	1.1731818
0.97000003	1.3691239
0.98000002	1.5730428
0.99000001	1.7796283
1	1.9833071
1.01	2.1784737
1.02	2.3597291
1.03	2.5221117
1.04	2.6613109
1.05	2.773855
1.0599999	2.8572605
1.0700001	2.9101381
1.08	2.9322519
1.09	2.9245255
1.1	2.8889973
1.11	2.8287263
1.12	2.7476549
1.13	2.6504333
1.14	2.5422142
1.15	2.4284308
1.16	2.3145669
1.17	2.2059262
1.1799999	2.1074216
1.1900001	2.0233839
1.2	1.9574025
1.21	1.9122089
1.22	1.8895996
1.23	1.8904073
1.24	1.914518
1.25	1.9609307
1.26	2.0278578
1.27	2.1128573
1.28	2.2129903
1.29	2.3249946
1.3	2.4454658
1.3099999	2.571034
1.3200001	2.6985302
1.33	2.8251314
1.34	2.9484794
1.35	3.066766
1.36	3.178786
1.37	3.2839484
1.38	3.3822558
1.39	3.4742479
1.4	3.5609155
1.41	3.6435926
1.42	3.7238293
1.4299999	3.8032584
1.4400001	3.8834586
1.45	3.9658251
1.46	4.0514536
1.47	4.1410437
1.48	4.234828
1.49	4.3325291
1.5	4.4333458
1.51	4.5359721
1.52	4.6386433
1.53	4.7392082
1.54	4.835227
